customer_id,customer_age_years,customer_tenure_months,customer_avg_price,customer_total_spend,customer_std_price,customer_num_purchases,customer_n_categories,customer_top_1_cat,customer_top_2_cat,customer_top_3_cat,customer_preferred_device,customer_gender,customer_avg_views,customer_max_price,customer_min_price
CUST_0030,20,2,1262.425,17673.95,109.64030103724843,14,3,dress,skirt,blouse,mobile,unknown,6.0,1500.0,1112.09
CUST_0031,25,5,1290.5633333333333,7743.38,179.08154049668738,6,3,skirt,blouse,dress,mobile,female,6.0,1500.0,1015.16
CUST_0032,24,8,1250.9077777777777,11258.17,108.00719915563243,9,3,blouse,dress,skirt,mobile,unknown,5.555555555555555,1370.82,1069.79
CUST_0033,20,7,1352.2883333333332,8113.73,179.98765573412715,6,2,skirt,dress,skirt,mobile,unknown,3.8333333333333335,1500.0,1054.67
CUST_0034,19,17,1338.6242857142856,9370.369999999999,128.94477226796792,7,3,skirt,dress,blouse,mobile,female,5.0,1500.0,1143.79
CUST_0035,22,12,1305.7822222222223,11752.04,87.96100325965168,9,3,blouse,skirt,dress,mobile,unknown,5.0,1447.81,1160.33
CUST_0036,26,2,1258.453,12584.53,122.58111237960858,10,3,dress,blouse,skirt,mobile,female,5.2,1500.0,1092.7
CUST_0037,29,7,1283.695,10269.56,157.91598263452804,8,3,dress,skirt,blouse,mobile,male,6.375,1500.0,1054.67
CUST_0038,22,4,1309.42,10475.36,137.15243927834464,8,3,blouse,skirt,dress,desktop,unknown,5.625,1500.0,1035.35
CUST_0039,21,10,1294.0714285714287,9058.5,120.81445256102043,7,3,skirt,dress,blouse,mobile,unknown,6.142857142857143,1447.81,1091.34
CUST_0040,26,1,1288.9142857142856,9022.4,151.2726310184301,7,3,blouse,dress,skirt,mobile,female,5.0,1454.15,1000.0
CUST_0041,24,8,1242.108,6210.54,47.45945869897805,5,3,skirt,dress,blouse,mobile,female,4.8,1303.73,1185.33
CUST_0042,24,20,1233.5377777777778,11101.84,55.64461986072369,9,3,blouse,dress,skirt,mobile,unknown,5.777777777777778,1285.25,1122.09
CUST_0043,25,4,1238.115,9904.92,93.23140749155905,8,3,dress,blouse,skirt,mobile,unknown,5.25,1340.52,1065.04
CUST_0044,21,6,1210.2458333333334,14522.95,88.03500011187018,12,3,dress,skirt,blouse,mobile,female,4.416666666666667,1354.36,1065.04
CUST_0045,25,13,1238.8233333333333,11149.41,87.93644352599215,9,3,dress,blouse,skirt,mobile,female,7.111111111111111,1358.17,1065.04
CUST_0046,25,6,1271.4085714285716,8899.86,132.0342052182655,7,3,blouse,dress,skirt,mobile,female,4.428571428571429,1485.13,1067.43
CUST_0047,19,5,1205.7991666666667,14469.59,136.87015349382875,12,3,dress,blouse,skirt,mobile,unknown,5.416666666666667,1447.81,1000.0
CUST_0048,24,7,1248.108888888889,11232.98,94.46490452073252,9,3,dress,skirt,blouse,mobile,female,5.888888888888889,1390.9,1091.34
CUST_0049,24,3,1193.035,11930.35,114.64420596397841,10,3,dress,skirt,blouse,mobile,unknown,5.8,1395.08,1052.56
CUST_0050,30,8,1180.6399999999999,5903.2,112.87528028758109,5,3,blouse,skirt,dress,desktop,unknown,8.2,1340.31,1066.11
CUST_0051,26,8,1153.6775,4614.71,145.01871244199256,4,2,dress,skirt,dress,mobile,female,8.0,1345.18,1000.0
CUST_0052,24,10,1283.5557142857142,17969.78,116.75329708500647,14,3,blouse,skirt,dress,desktop,unknown,5.142857142857143,1470.94,1015.16
CUST_0053,21,12,1149.5700000000002,5747.85,105.29806076087061,5,3,skirt,blouse,dress,mobile,unknown,5.4,1297.35,1015.16
CUST_0054,23,5,1244.85,9958.8,100.88899557717596,8,3,dress,blouse,skirt,mobile,male,5.125,1362.76,1069.79
CUST_0055,22,18,1187.358,5936.79,129.67561960522875,5,2,skirt,dress,skirt,mobile,unknown,4.0,1397.09,1054.67
CUST_0056,23,7,1246.4833333333333,7478.9,109.17462501271383,6,3,blouse,skirt,dress,mobile,female,5.333333333333333,1358.17,1106.33
CUST_0057,29,8,1220.0671428571427,17080.94,103.00278371358347,14,3,skirt,blouse,dress,mobile,female,5.857142857142857,1391.78,1054.67
CUST_0058,24,2,1193.097,11930.97,118.01672942143976,10,3,dress,skirt,blouse,mobile,unknown,5.5,1397.35,1052.56
CUST_0059,21,5,1286.1772727272728,14147.95,140.97408556829936,11,3,dress,skirt,blouse,mobile,unknown,5.818181818181818,1500.0,1000.0
CUST_0060,23,11,1213.6675,4854.67,90.64976792579235,4,2,dress,skirt,dress,mobile,female,4.25,1331.48,1112.09
CUST_0061,23,5,1237.522,6187.61,75.71817199325395,5,3,skirt,blouse,dress,mobile,unknown,5.0,1297.35,1109.22
CUST_0062,28,9,1306.93875,10455.51,99.12819815593772,8,3,dress,blouse,skirt,mobile,male,5.125,1500.0,1180.99
CUST_0063,24,5,1287.0155555555555,11583.14,128.23073891535444,9,3,blouse,dress,skirt,mobile,unknown,5.222222222222222,1500.0,1141.36
CUST_0064,25,5,1276.8566666666666,7661.139999999999,122.8982453359961,6,2,skirt,dress,skirt,mobile,female,6.166666666666667,1500.0,1143.11
CUST_0065,18,9,1222.7708333333333,14673.25,104.56550347712314,12,3,dress,skirt,blouse,mobile,male,5.5,1390.9,1000.0
CUST_0066,27,14,1236.68,8656.76,144.21306598224723,7,3,dress,blouse,skirt,mobile,female,5.857142857142857,1500.0,1092.7
CUST_0067,24,3,1217.1125,9736.9,122.23049967172682,8,3,blouse,dress,skirt,mobile,unknown,5.125,1354.36,1015.16
CUST_0068,18,1,1159.200909090909,12751.21,120.74909353320591,11,3,blouse,dress,skirt,mobile,unknown,5.181818181818182,1358.17,1000.0
CUST_0069,18,1,1291.2508333333333,15495.01,101.35861119253163,12,3,dress,blouse,skirt,mobile,unknown,5.75,1454.15,1106.33
CUST_0070,23,1,1238.94,9911.52,174.53151184978438,8,3,skirt,dress,blouse,mobile,unknown,5.25,1454.15,1015.16
CUST_0071,26,6,1250.0014285714285,8750.01,95.7105975373281,7,2,dress,skirt,dress,mobile,female,5.0,1415.16,1143.79
CUST_0072,22,5,1250.9766666666667,11258.79,126.65848333214798,9,3,dress,blouse,skirt,mobile,female,5.0,1487.11,1035.35
CUST_0073,20,7,1162.4250000000002,2324.8500000000004,84.78917413207888,2,2,skirt,dress,skirt,mobile,male,9.5,1222.38,1102.47
CUST_0074,24,7,1270.2958333333333,15243.55,138.66276641604813,12,3,skirt,blouse,dress,mobile,unknown,6.0,1470.94,1015.16
CUST_0075,29,10,1207.965,9663.72,90.76411358177698,8,2,dress,blouse,dress,mobile,female,5.875,1319.54,1065.04
CUST_0076,21,0,1262.0283333333334,7572.17,129.46837380868988,6,3,dress,blouse,skirt,desktop,unknown,5.0,1397.35,1065.04
CUST_0077,20,10,1252.8583333333333,7517.15,164.7210450934144,6,2,dress,blouse,dress,mobile,male,5.833333333333333,1500.0,1000.0
CUST_0078,26,6,1234.6833333333334,7408.1,107.44405887096164,6,3,dress,skirt,blouse,mobile,female,5.833333333333333,1415.16,1109.22
CUST_0079,26,2,1256.6799999999998,6283.4,72.15652049537869,5,2,blouse,dress,blouse,mobile,female,6.2,1340.31,1141.36
CUST_0080,26,6,1247.2250000000001,7483.35,76.51260360228255,6,3,blouse,skirt,dress,mobile,female,5.5,1294.66,1093.55
CUST_0081,25,9,1224.3716666666667,7346.23,148.46495066737694,6,2,dress,blouse,dress,mobile,female,6.333333333333333,1395.08,1000.0
CUST_0082,21,14,1202.566,6012.83,80.52333686578069,5,3,skirt,dress,blouse,mobile,unknown,7.2,1270.3,1065.04
CUST_0083,23,3,1162.3183333333334,6973.91,112.2472113536308,6,3,dress,blouse,skirt,mobile,female,4.333333333333333,1319.54,1000.0
CUST_0084,22,2,1247.21,6236.05,82.39259766508151,5,2,dress,blouse,dress,mobile,female,5.4,1354.36,1136.95
CUST_0085,26,11,1203.1325000000002,4812.530000000001,98.58427236802702,4,2,dress,skirt,dress,mobile,unknown,5.25,1314.16,1092.7
CUST_0086,23,12,1157.4599999999998,5787.299999999999,38.80050579567229,5,3,dress,blouse,skirt,mobile,female,5.2,1197.3,1102.47
CUST_0087,18,4,1214.14875,9713.19,109.79715484701775,8,3,dress,blouse,skirt,mobile,female,4.875,1345.18,1015.16
CUST_0088,29,14,1215.202,6076.01,107.28141250934385,5,2,skirt,dress,skirt,mobile,female,4.8,1386.13,1109.22
CUST_0089,24,1,1208.78,10879.02,109.84884569261533,9,3,blouse,dress,skirt,mobile,female,4.666666666666667,1367.76,1052.56
CUST_0090,27,9,1203.32875,9626.63,153.12339687207464,8,3,dress,skirt,blouse,mobile,female,4.625,1454.15,1000.0
CUST_0091,28,6,1284.36,14127.96,89.1228857252726,11,3,dress,blouse,skirt,mobile,female,5.363636363636363,1500.0,1187.61
CUST_0092,21,12,1257.5508333333335,15090.61,123.2067988426799,12,3,blouse,dress,skirt,mobile,female,4.75,1447.81,1000.0
CUST_0093,20,10,1316.8916666666667,7901.35,110.5741630611178,6,2,skirt,dress,skirt,mobile,unknown,3.5,1500.0,1187.61
CUST_0094,30,15,1245.684,6228.42,113.52325281632842,5,3,blouse,dress,skirt,mobile,female,4.8,1390.9,1091.34
CUST_0095,22,3,1191.675,9533.4,164.0298620025373,8,3,skirt,dress,blouse,mobile,unknown,4.5,1500.0,1000.0
CUST_0096,20,3,1257.420909090909,13831.63,108.32738983789329,11,2,blouse,skirt,blouse,mobile,unknown,5.181818181818182,1500.0,1138.06
CUST_0097,23,6,1209.5042857142857,8466.53,119.35254624530677,7,3,dress,blouse,skirt,mobile,female,5.857142857142857,1319.54,1000.0
CUST_0098,26,15,1245.9969999999998,12459.97,125.37498492743904,10,3,dress,skirt,blouse,mobile,female,7.3,1485.13,1015.16
CUST_0099,27,0,1252.4199999999998,16281.46,111.53139849387705,13,3,dress,blouse,skirt,mobile,male,4.769230769230769,1415.12,1000.0
CUST_0100,21,22,1256.31875,10050.55,157.56662875816787,8,3,blouse,dress,skirt,mobile,female,3.25,1500.0,1066.11
CUST_0101,22,14,1296.7728571428572,9077.41,60.797879818922866,7,3,blouse,dress,skirt,mobile,unknown,4.857142857142857,1353.99,1189.36
CUST_0102,22,2,1238.93375,9911.47,129.95105308620737,8,3,blouse,dress,skirt,mobile,unknown,5.0,1447.81,1069.79
CUST_0103,21,10,1227.916,18418.739999999998,118.82039680603187,15,3,dress,blouse,skirt,mobile,unknown,5.133333333333334,1454.15,1000.0
CUST_0104,22,9,1263.81125,10110.49,105.9615150403337,8,2,blouse,skirt,blouse,desktop,unknown,5.75,1470.94,1160.33
CUST_0105,25,3,1188.492,5942.46,94.09386095808799,5,3,dress,skirt,blouse,mobile,female,6.2,1325.62,1093.55
CUST_0106,24,3,1300.0275000000001,5200.110000000001,146.0878444350065,4,2,skirt,dress,skirt,mobile,unknown,4.5,1500.0,1153.01
CUST_0107,27,19,1286.0066666666667,7716.04,129.84538292394797,6,3,skirt,dress,blouse,mobile,female,3.8333333333333335,1500.0,1143.79
CUST_0108,22,6,1239.924,6199.62,45.316689861462685,5,3,dress,skirt,blouse,mobile,unknown,4.8,1290.03,1180.99
CUST_0109,25,5,1258.1421428571427,17613.989999999998,110.53280140918642,14,3,skirt,dress,blouse,mobile,female,5.285714285714286,1500.0,1091.34
CUST_0110,20,7,1303.2966666666666,7819.78,125.3136464502836,6,2,dress,blouse,dress,mobile,unknown,6.5,1485.13,1112.09
CUST_0111,27,7,1238.5166666666667,14862.2,150.6420660997049,12,3,skirt,blouse,dress,mobile,male,5.083333333333333,1500.0,1015.16
CUST_0112,24,4,1282.0946153846153,16667.23,128.45056660153904,13,3,dress,skirt,blouse,mobile,female,5.3076923076923075,1487.11,1091.34
CUST_0113,25,2,1253.3522222222223,11280.17,93.64055568739673,9,3,blouse,skirt,dress,mobile,female,4.555555555555555,1367.76,1091.34
CUST_0114,25,11,1215.9299999999998,2431.8599999999997,176.19686773606404,2,2,skirt,blouse,skirt,mobile,female,9.5,1340.52,1091.34
CUST_0115,18,5,1245.5610000000001,12455.61,95.00329636971088,10,3,dress,skirt,blouse,mobile,unknown,6.6,1362.76,1066.11
CUST_0116,24,13,1162.032857142857,8134.23,103.63075552400548,7,3,dress,blouse,skirt,mobile,female,6.0,1333.37,1065.04
CUST_0117,21,6,1193.0842857142857,8351.59,125.54234821460877,7,3,blouse,dress,skirt,mobile,female,5.714285714285714,1397.35,1054.67
CUST_0118,22,10,1245.856,12458.56,94.50149395644506,10,3,skirt,blouse,dress,mobile,female,5.7,1386.13,1138.06
CUST_0119,27,6,1328.6960000000001,6643.4800000000005,114.24292835882657,5,3,skirt,dress,blouse,mobile,unknown,6.0,1500.0,1211.16
CUST_0120,26,7,1253.8733333333334,11284.86,150.15751130063398,9,3,skirt,dress,blouse,mobile,female,4.888888888888889,1485.13,1091.34
CUST_0121,20,10,1259.17875,10073.43,108.8888250120278,8,3,skirt,blouse,dress,mobile,unknown,6.0,1386.13,1066.11
CUST_0122,22,5,1235.324,12353.24,165.7950177645745,10,3,dress,skirt,blouse,mobile,unknown,5.4,1454.15,1035.35
CUST_0123,27,11,1226.199,12261.99,103.55910405281726,10,3,dress,skirt,blouse,mobile,female,5.4,1390.9,1054.67
CUST_0124,28,12,1303.3676923076923,16943.78,104.8699015569487,13,3,blouse,skirt,dress,mobile,female,5.076923076923077,1500.0,1160.33
CUST_0125,22,1,1274.615,5098.46,35.91018193586137,4,2,dress,blouse,dress,mobile,unknown,4.5,1304.83,1225.37
CUST_0126,25,14,1485.47,2970.94,20.54852306128103,2,2,skirt,dress,skirt,mobile,female,6.5,1500.0,1470.94
CUST_0127,18,14,1292.035,7752.21,132.16758222045226,6,3,dress,skirt,blouse,mobile,female,5.5,1500.0,1112.09
CUST_0128,19,13,1269.71,7618.26,141.68570344251393,6,3,skirt,dress,blouse,mobile,female,4.833333333333333,1500.0,1109.22
CUST_0129,24,2,1158.8866666666665,6953.32,101.61724256575098,6,3,dress,skirt,blouse,mobile,female,5.5,1255.98,1015.16
CUST_0130,23,3,1220.2958333333333,14643.55,108.66917974529463,12,3,dress,blouse,skirt,mobile,unknown,4.75,1387.37,1035.35
CUST_0131,21,5,1285.1976923076923,16707.57,91.8986733812342,13,3,dress,blouse,skirt,mobile,unknown,7.461538461538462,1500.0,1166.03
CUST_0132,24,6,1178.1883333333333,7069.129999999999,100.43914524062151,6,3,skirt,dress,blouse,mobile,unknown,6.333333333333333,1284.79,1015.16
CUST_0133,24,6,1208.172,6040.860000000001,107.70343782813993,5,3,skirt,dress,blouse,mobile,unknown,4.6,1340.52,1093.55
CUST_0134,24,10,1240.4569230769232,16125.94,112.3639485025198,13,3,dress,blouse,skirt,mobile,female,6.769230769230769,1447.81,1054.67
CUST_0135,27,9,1249.4633333333334,3748.3900000000003,84.4522808059874,3,3,blouse,skirt,dress,desktop,female,6.0,1310.13,1153.01
CUST_0136,26,13,1223.655,9789.24,96.44483737942048,8,2,dress,skirt,dress,mobile,female,3.875,1331.48,1066.11
CUST_0137,24,8,1231.78,11086.02,95.506199929638,9,3,dress,skirt,blouse,mobile,unknown,6.555555555555555,1367.76,1066.11
CUST_0138,27,11,1195.349,11953.49,95.07925225831343,10,3,blouse,skirt,dress,mobile,female,5.4,1397.35,1059.01
CUST_0139,27,11,1285.3954545454546,14139.35,116.13450033161006,11,3,skirt,blouse,dress,mobile,male,4.181818181818182,1500.0,1093.55
CUST_0140,26,9,1198.58625,9588.69,131.97155742675335,8,3,dress,blouse,skirt,mobile,female,5.0,1345.18,1000.0
CUST_0141,26,6,1220.42,6102.1,95.17875918501981,5,3,blouse,dress,skirt,mobile,male,5.0,1285.25,1054.67
CUST_0142,27,10,1197.8600000000001,9582.880000000001,119.56040230778753,8,3,skirt,blouse,dress,mobile,male,6.5,1367.76,1015.16
CUST_0143,27,6,1278.8433333333335,7673.06,161.98031592346842,6,3,dress,blouse,skirt,mobile,male,4.666666666666667,1470.94,1000.0
CUST_0144,24,2,1252.7223076923076,16285.39,99.18998783091688,13,3,blouse,skirt,dress,mobile,female,5.0,1500.0,1143.11
CUST_0145,20,6,1315.01,6575.05,78.0189810238509,5,2,skirt,blouse,skirt,mobile,female,5.8,1454.15,1270.81
CUST_0146,21,13,1263.49,10107.92,144.8233590077433,8,3,dress,blouse,skirt,mobile,unknown,6.75,1447.81,1000.0
CUST_0147,28,17,1245.8855555555556,11212.97,112.46721467955787,9,3,dress,blouse,skirt,mobile,female,6.555555555555555,1397.35,1065.04
CUST_0148,29,2,1178.8633333333332,7073.179999999999,104.39695123262298,6,2,dress,blouse,dress,mobile,male,5.833333333333333,1297.35,1035.35
CUST_0149,26,10,1229.93,13529.23,81.87170439168837,11,3,skirt,dress,blouse,mobile,female,6.545454545454546,1340.68,1106.33
CUST_0150,28,9,1250.7366666666667,7504.42,171.74032917945237,6,2,dress,blouse,dress,mobile,female,6.5,1500.0,1052.56
CUST_0151,24,3,1295.3946666666666,19430.92,107.85496470900611,15,3,dress,skirt,blouse,mobile,unknown,4.666666666666667,1470.94,1093.55
CUST_0152,24,18,1235.9642857142858,8651.75,85.93926515416621,7,3,dress,skirt,blouse,desktop,male,5.571428571428571,1340.52,1092.7
CUST_0153,25,18,1291.73,5166.92,67.10124539331095,4,3,blouse,dress,skirt,mobile,female,6.0,1362.76,1213.93
CUST_0154,22,4,1296.8983333333333,7781.389999999999,68.19081035349753,6,2,dress,blouse,dress,mobile,unknown,5.166666666666667,1391.78,1197.3
CUST_0155,22,7,1185.745,2371.49,35.94223768771224,2,2,skirt,blouse,skirt,mobile,unknown,5.0,1211.16,1160.33
CUST_0156,20,2,1240.52,8683.64,134.3514212801635,7,3,dress,skirt,blouse,mobile,unknown,6.0,1395.08,1000.0
CUST_0157,25,10,1284.2035714285714,17978.85,123.98240598551091,14,3,skirt,dress,blouse,mobile,male,5.571428571428571,1454.15,1015.16
CUST_0158,26,15,1310.8566666666666,11797.71,72.20493179139503,9,3,blouse,dress,skirt,mobile,female,4.777777777777778,1390.9,1200.35
CUST_0159,25,12,1270.7077777777777,11436.369999999999,101.04934373584247,9,3,blouse,dress,skirt,mobile,female,4.111111111111111,1447.81,1093.55
CUST_0160,28,6,1207.686,6038.429999999999,50.19562261791359,5,3,blouse,dress,skirt,mobile,female,5.2,1270.81,1160.33
CUST_0161,24,12,1195.3899999999999,4781.5599999999995,130.83945454894976,4,2,skirt,blouse,skirt,desktop,unknown,7.25,1386.13,1091.34
CUST_0162,27,8,1287.9289999999999,12879.289999999999,140.33117982908226,10,3,blouse,dress,skirt,mobile,unknown,7.0,1500.0,1000.0
CUST_0163,19,9,1276.3392307692307,16592.41,114.93064636709815,13,3,dress,blouse,skirt,mobile,unknown,5.3076923076923075,1500.0,1000.0
CUST_0164,26,11,1316.58,3949.74,91.30921749746841,3,2,skirt,blouse,skirt,mobile,female,6.0,1370.82,1211.16
CUST_0165,24,10,1201.4733333333334,7208.84,78.91920112790464,6,2,dress,skirt,dress,mobile,female,7.666666666666667,1285.25,1067.43
CUST_0166,23,9,1343.8799999999999,6719.4,94.04839233075701,5,3,blouse,dress,skirt,mobile,unknown,5.6,1487.11,1250.52
CUST_0167,24,6,1201.3442857142857,8409.41,143.33498931490792,7,2,dress,skirt,dress,mobile,unknown,5.857142857142857,1387.37,1000.0
CUST_0168,19,2,1186.0377777777778,10674.34,78.77543141388968,9,3,blouse,dress,skirt,mobile,unknown,5.111111111111111,1303.73,1092.7
CUST_0169,24,17,1275.7738461538463,16585.06,112.32058156147386,13,3,blouse,dress,skirt,mobile,unknown,5.230769230769231,1470.94,1035.35
CUST_0170,24,7,1227.18375,9817.47,105.55227979367787,8,3,dress,blouse,skirt,mobile,unknown,4.125,1395.08,1069.79
CUST_0171,24,6,1175.72,5878.6,120.45729014883246,5,1,skirt,skirt,skirt,mobile,unknown,4.2,1329.66,1067.43
CUST_0172,25,16,1280.00875,10240.07,97.18056822776578,8,3,skirt,dress,blouse,mobile,female,5.625,1454.15,1143.79
CUST_0173,23,7,1276.67375,10213.39,126.92996943618729,8,3,dress,skirt,blouse,mobile,female,4.625,1500.0,1091.34
CUST_0174,26,7,1281.8244444444445,11536.42,99.36089108788117,9,3,dress,skirt,blouse,mobile,female,5.222222222222222,1485.13,1143.79
CUST_0175,24,6,1205.13875,9641.11,88.36208114303653,8,3,skirt,blouse,dress,desktop,unknown,5.25,1331.48,1066.11
CUST_0176,25,11,1282.128888888889,11539.16,66.83135537388952,9,2,blouse,skirt,blouse,mobile,unknown,6.111111111111111,1358.17,1167.06
CUST_0177,27,3,1297.81,10382.48,126.17585415375073,8,3,dress,skirt,blouse,mobile,female,6.375,1454.15,1052.56
CUST_0178,26,4,1274.3,10194.4,81.35741076087844,8,3,blouse,skirt,dress,mobile,unknown,4.625,1390.9,1110.03
CUST_0179,25,3,1230.8455555555556,11077.61,91.5696369042588,9,2,blouse,dress,blouse,mobile,female,6.111111111111111,1390.9,1122.09
CUST_0180,18,4,1322.1266666666666,11899.14,109.38772463124,9,3,dress,blouse,skirt,mobile,unknown,5.444444444444445,1500.0,1196.15
CUST_0181,19,11,1242.9033333333334,7457.42,82.26344210320092,6,3,skirt,blouse,dress,mobile,unknown,6.166666666666667,1386.13,1143.79
CUST_0182,21,8,1279.304285714286,8955.130000000001,171.8961267604308,7,3,skirt,dress,blouse,mobile,unknown,5.142857142857143,1500.0,1000.0
CUST_0183,22,6,1228.8915384615384,15975.59,119.05382892107767,13,3,dress,blouse,skirt,mobile,unknown,4.6923076923076925,1500.0,1067.43
CUST_0184,24,7,1246.7633333333333,3740.29,25.221144568265284,3,2,dress,skirt,dress,mobile,unknown,4.666666666666667,1270.91,1220.59
CUST_0185,22,3,1260.29,21424.93,123.99042064812912,17,2,dress,blouse,dress,mobile,male,5.117647058823529,1500.0,1052.56
CUST_0186,20,11,1215.6255555555556,10940.630000000001,145.34185409845915,9,3,dress,skirt,blouse,mobile,unknown,4.777777777777778,1485.13,1015.16
CUST_0187,30,5,1192.9212499999999,9543.369999999999,126.93677261168817,8,3,dress,blouse,skirt,mobile,female,5.875,1391.78,1059.01
CUST_0188,27,2,1228.445,12284.449999999999,111.08672770507835,10,3,blouse,dress,skirt,mobile,unknown,5.2,1447.81,1066.11
CUST_0189,25,7,1247.006153846154,16211.08,107.74034462064029,13,3,dress,blouse,skirt,mobile,female,4.461538461538462,1390.9,1054.67
CUST_0190,22,12,1262.212857142857,8835.49,44.90501743097522,7,3,dress,blouse,skirt,mobile,unknown,3.7142857142857144,1314.16,1205.25
CUST_0191,26,5,1166.1933333333334,10495.74,128.496960956281,9,3,dress,skirt,blouse,mobile,male,6.0,1387.37,1000.0
CUST_0192,25,9,1265.1483333333333,15181.779999999999,82.220247432605,12,3,blouse,dress,skirt,desktop,female,6.25,1395.08,1066.11
CUST_0193,22,9,1262.4625,10099.7,92.64138626985248,8,2,dress,blouse,dress,mobile,unknown,5.25,1415.16,1136.95
CUST_0194,30,7,1281.7242857142858,8972.07,71.58129291398771,7,3,skirt,blouse,dress,mobile,unknown,4.285714285714286,1338.01,1138.06
CUST_0195,30,3,1245.4266666666665,7472.5599999999995,83.97480495164413,6,3,skirt,blouse,dress,desktop,male,6.666666666666667,1395.08,1166.03
CUST_0196,20,18,1213.895,9711.16,130.12438324267168,8,3,dress,skirt,blouse,mobile,unknown,5.75,1500.0,1054.67
CUST_0197,22,14,1228.7599999999998,6143.799999999999,155.5016377727258,5,2,skirt,blouse,skirt,mobile,female,5.2,1500.0,1138.06
